-0.12499947 1.664763E+00
-0.05555537 2.669661E-01
-0.03124992 9.277103E-02
-0.01999996 4.355728E-02
-0.01388886 2.406700E-02
-0.01020407 1.474273E-02
-0.00781249 9.701884E-03
-0.00617283 6.731440E-03
-0.00499999 4.864758E-03
-0.00413223 3.631583E-03
-0.00347222 2.783642E-03
-0.00295858 2.181130E-03
-0.00255102 1.741096E-03
-0.00222222 1.412152E-03
-0.00195312 1.161274E-03
-0.00173010 9.665746E-04
-0.00154321 8.131443E-04
-0.00138504 6.905884E-04
-0.00125000 5.915057E-04
-0.00113379 5.105287E-04
-0.00103306 4.436991E-04
-0.00094518 3.880545E-04
-0.00086806 3.413473E-04
-0.00080000 3.018513E-04
-0.00073964 2.682258E-04
-0.00068587 2.394186E-04
-0.00063775 2.145960E-04
-0.00059453 1.930919E-04
-0.00055556 1.743693E-04
-0.00052029 1.579924E-04
-0.00048828 1.436049E-04
-0.00045914 1.309135E-04
-0.00043253 1.196754E-04
-0.00040816 1.096882E-04
-0.00038580 1.007825E-04
-0.00036523 9.281580E-05
-0.00034626 8.566745E-05
-0.00032873 7.923498E-05
-0.00031250 7.343094E-05
-0.00029744 6.818039E-05
-0.00028345 6.341889E-05
-0.00027042 5.909076E-05
-0.00025826 5.514780E-05
-0.00024691 5.154808E-05
-0.00023629 4.825505E-05
-0.00022635 4.523671E-05
-0.00021701 4.246500E-05
-0.00020825 3.991523E-05
-0.00020000 3.756562E-05
-0.00019223 3.539691E-05
-0.00018491 3.339201E-05
-0.00017800 3.153573E-05
-0.00017147 2.981456E-05
-0.00016529 2.821642E-05
-0.00015944 2.673052E-05
-0.00015389 2.534715E-05
-0.00014863 2.405764E-05
-0.00014364 2.285415E-05
-0.00013889 2.172962E-05
-0.00013437 2.067769E-05
-0.00013007 1.969259E-05
-0.00012598 1.876909E-05
-0.00012207 1.790245E-05
-0.00011834 1.708838E-05
-0.00011478 1.632343E-05
-0.00011138 1.561074E-05
-0.00010812 1.500458E-05
-0.00010496 1.474323E-05
-0.00010179 1.517346E-05
-0.00009845 1.620032E-05
-0.00009487 1.739802E-05
-0.00009104 1.853869E-05
-0.00008698 1.958427E-05
-0.00008270 2.054893E-05
-0.00007822 2.145084E-05
-0.00007356 2.230399E-05
-0.00006872 2.311841E-05
-0.00006370 2.390135E-05
-0.00005853 2.465818E-05
-0.00005319 2.539294E-05
-0.00004770 2.610878E-05
-0.00004206 2.680820E-05
-0.00003627 2.749321E-05
-0.00003034 2.816544E-05
-0.00002426 2.882627E-05
-0.00001804 2.947684E-05
-0.00001169 3.011814E-05
-0.00000520 3.075098E-05
0.00000143 3.137610E-05
0.00000818 3.199413E-05
0.00001507 3.260562E-05
0.00002209 3.321106E-05
0.00002924 3.381087E-05
0.00003652 3.440545E-05
0.00004392 3.499513E-05
0.00005145 3.558024E-05
0.00005910 3.616104E-05
0.00006688 3.673780E-05
0.00007478 3.731075E-05
0.00008280 3.788009E-05
0.00009095 3.844602E-05
0.00009921 3.900872E-05
0.00010760 3.956835E-05
0.00011610 4.012506E-05
0.00012473 4.067899E-05
0.00013347 4.123026E-05
0.00014233 4.177901E-05
0.00015131 4.232533E-05
0.00016040 4.286934E-05
0.00016962 4.341112E-05
0.00017894 4.395078E-05
0.00018839 4.448838E-05
0.00019795 4.502402E-05
0.00020762 4.555777E-05
0.00021741 4.608970E-05
0.00022731 4.661986E-05
0.00023733 4.714834E-05
0.00024746 4.767517E-05
0.00025770 4.820043E-05
0.00026806 4.872415E-05
0.00027852 4.924640E-05
0.00028910 4.976721E-05
0.00029980 5.028663E-05
0.00031060 5.080471E-05
0.00032152 5.132147E-05
0.00033254 5.183697E-05
0.00034368 5.235124E-05
0.00035493 5.286431E-05
0.00036629 5.337621E-05
0.00037776 5.388698E-05
0.00038934 5.439665E-05
0.00040103 5.490523E-05
0.00041283 5.541277E-05
0.00042474 5.591929E-05
0.00043675 5.642480E-05
0.00044888 5.692935E-05
0.00046112 5.743294E-05
0.00047346 5.793560E-05
0.00048591 5.843735E-05
0.00049848 5.893822E-05
0.00051115 5.943821E-05
0.00052392 5.993735E-05
0.00053681 6.043566E-05
0.00054980 6.093315E-05
0.00056291 6.142984E-05
0.00057612 6.192575E-05
0.00058943 6.242088E-05
0.00060286 6.291527E-05
0.00061639 6.340891E-05
0.00063003 6.390182E-05
0.00064377 6.439402E-05
0.00065762 6.488552E-05
0.00067158 6.537632E-05
0.00068565 6.586645E-05
0.00069982 6.635591E-05
0.00071410 6.684471E-05
0.00072848 6.733287E-05
0.00074297 6.782039E-05
0.00075757 6.830729E-05
0.00077227 6.879357E-05
0.00078708 6.927924E-05
0.00080199 6.976431E-05
0.00081701 7.024879E-05
0.00083213 7.073269E-05
0.00084736 7.121602E-05
0.00086270 7.169877E-05
0.00087814 7.218097E-05
0.00089369 7.266262E-05
0.00090934 7.314372E-05
0.00092509 7.362428E-05
0.00094096 7.410431E-05
0.00095692 7.458381E-05
0.00097299 7.506279E-05
0.00098917 7.554126E-05
0.00100545 7.601922E-05
0.00102183 7.649668E-05
0.00103832 7.697364E-05
0.00105492 7.745011E-05
0.00107162 7.792609E-05
0.00108842 7.840158E-05
0.00110533 7.887660E-05
0.00112234 7.935115E-05
0.00113945 7.982523E-05
0.00115667 8.029884E-05
0.00117400 8.077199E-05
0.00119142 8.124469E-05
0.00120895 8.171693E-05
0.00122659 8.218873E-05
0.00124433 8.266008E-05
0.00126217 8.313099E-05
0.00128012 8.360146E-05
0.00129817 8.407150E-05
0.00131632 8.454110E-05
0.00133458 8.501028E-05
0.00135294 8.547903E-05
0.00137140 8.594736E-05
0.00138997 8.641527E-05
0.00140864 8.688277E-05
0.00142741 8.734985E-05
0.00144629 8.781652E-05
0.00146527 8.828278E-05
0.00148435 8.874863E-05
0.00150354 8.921408E-05
0.00152283 8.967913E-05
0.00154222 9.014378E-05
0.00156171 9.060803E-05
0.00158131 9.107189E-05
0.00160101 9.153536E-05
0.00162081 9.199843E-05
0.00164072 9.246112E-05
0.00166073 9.292342E-05
0.00168084 9.338533E-05
0.00170106 9.384686E-05
0.00172137 9.430801E-05
0.00174179 9.476878E-05
0.00176232 9.522917E-05
0.00178294 9.568918E-05
0.00180367 9.614882E-05
0.00182450 9.660809E-05
0.00184543 9.706698E-05
0.00186646 9.752550E-05
0.00188760 9.798365E-05
0.00190884 9.844143E-05
0.00193018 9.889885E-05
0.00195163 9.935590E-05
0.00197317 9.981258E-05
0.00199482 1.002689E-04
0.00201657 1.007249E-04
0.00203842 1.011805E-04
0.00206038 1.016357E-04
0.00208243 1.020906E-04
0.00210459 1.025451E-04
0.00212685 1.029992E-04
0.00214922 1.034530E-04
0.00217168 1.039065E-04
0.00219425 1.043596E-04
0.00221691 1.048123E-04
0.00223969 1.052647E-04
0.00226256 1.057167E-04
0.00228553 1.061684E-04
0.00230861 1.066197E-04
0.00233178 1.070707E-04
0.00235506 1.075213E-04
0.00237844 1.079716E-04
0.00240193 1.084215E-04
0.00242551 1.088711E-04
0.00244920 1.093203E-04
0.00247298 1.097692E-04
0.00249687 1.102178E-04
0.00252086 1.106659E-04
0.00254496 1.111138E-04
0.00256915 1.115613E-04
0.00259345 1.120084E-04
0.00261784 1.124552E-04
0.00264234 1.129017E-04
0.00266694 1.133478E-04
0.00269164 1.137936E-04
0.00271644 1.142390E-04
0.00274135 1.146841E-04
0.00276635 1.151288E-04
0.00279146 1.155732E-04
0.00281667 1.160173E-04
0.00284197 1.164610E-04
0.00286739 1.169044E-04
0.00289290 1.173474E-04
0.00291851 1.177901E-04
0.00294422 1.182324E-04
0.00297004 1.186744E-04
0.00299596 1.191161E-04
0.00302197 1.195574E-04
0.00304809 1.199984E-04
0.00307431 1.204390E-04
0.00310063 1.208793E-04
0.00312705 1.213193E-04
0.00315358 1.217589E-04
0.00318020 1.221981E-04
0.00320693 1.226371E-04
0.00323375 1.230757E-04
0.00326068 1.235139E-04
0.00328771 1.239518E-04
0.00331484 1.243894E-04
0.00334207 1.248266E-04
0.00336940 1.252635E-04
0.00339683 1.257000E-04
0.00342436 1.261362E-04
0.00345200 1.265721E-04
0.00347973 1.270076E-04
0.00350757 1.274428E-04
0.00353550 1.278776E-04
0.00356354 1.283121E-04
0.00359168 1.287462E-04
0.00361992 1.291800E-04
0.00364826 1.296135E-04
0.00367670 1.300466E-04
0.00370524 1.304794E-04
0.00373388 1.309118E-04
0.00376262 1.313439E-04
0.00379147 1.317757E-04
0.00382041 1.322071E-04
0.00384946 1.326382E-04
0.00387860 1.330689E-04
0.00390785 1.334993E-04
0.00393720 1.339293E-04
0.00396664 1.343590E-04
0.00399619 1.347883E-04
0.00402584 1.352173E-04
0.00405559 1.356460E-04
0.00408544 1.360743E-04
0.00411539 1.365022E-04
0.00414544 1.369298E-04
0.00417559 1.373571E-04
0.00420584 1.377840E-04
0.00423620 1.382106E-04
0.00426665 1.386368E-04
0.00429720 1.390627E-04
0.00432786 1.394882E-04
0.00435861 1.399134E-04
0.00438947 1.403383E-04
0.00442042 1.407628E-04
0.00445148 1.411869E-04
0.00448264 1.416107E-04
0.00451389 1.420341E-04
0.00454525 1.424572E-04
0.00457671 1.428800E-04
0.00460827 1.433023E-04
0.00463993 1.437244E-04
0.00467169 1.441461E-04
0.00470355 1.445674E-04
0.00473551 1.449884E-04
0.00476757 1.454090E-04
0.00479973 1.458293E-04
0.00483199 1.462492E-04
0.00486435 1.466688E-04
0.00489681 1.470880E-04
0.00492937 1.475069E-04
0.00496203 1.479254E-04
0.00499480 1.483435E-04
0.00502766 1.487613E-04
0.00506062 1.491788E-04
0.00509368 1.495959E-04
0.00512685 1.500126E-04
0.00516011 1.504290E-04
0.00519347 1.508450E-04
0.00522694 1.512606E-04
0.00526050 1.516759E-04
0.00529417 1.520909E-04
0.00532793 1.525055E-04
0.00536180 1.529197E-04
0.00539576 1.533335E-04
0.00542983 1.537470E-04
0.00546399 1.541602E-04
0.00549826 1.545730E-04
0.00553262 1.549854E-04
0.00556709 1.553974E-04
0.00560166 1.558091E-04
0.00563632 1.562205E-04
0.00567109 1.566314E-04
0.00570595 1.570420E-04
0.00574092 1.574523E-04
0.00577599 1.578621E-04
0.00581115 1.582717E-04
0.00584642 1.586808E-04
0.00588179 1.590896E-04
0.00591725 1.594980E-04
